node	type
Q8NGS4	protein
Q8NGA1	protein
O76099	protein
Q6IF82	protein
Q8NGB9	protein
Q96R54	protein
Q8NGP3	protein
Q8NGI6	protein
A0A126GW94	protein
Q8NGN0	protein
Q8N0Y5	protein
Q9NZP5	protein
Q8NGB4	protein
Q96R08	protein
Q8NH79	protein
O95221	protein
Q8NH10	protein
P47881	protein
Q8NGD0	protein
Q96RD3	protein
Q8NGZ2	protein
Q8N349	protein
Q8NGS2	protein
A0A126GWQ6	protein
A3KFT3	protein
O95047	protein
P58170	protein
Q8NHC4	protein
Q8NGB8	protein
Q8NGI9	protein
O95013	protein
Q8NGL0	protein
Q8NGQ2	protein
Q8NH76	protein
Q8NGD3	protein
Q8NG92	protein
Q8NGQ5	protein
Q8NGF0	protein
Q6IEU7	protein
Q9H341	protein
Q7Z3T1	protein
Q8NGD1	protein
Q9GZK6	protein
A6NND4	protein
Q8NH19	protein
Q8NGC3	protein
A0A0C4DFP2	protein
Q8NGK3	protein
Q15619	protein
Q8NGS7	protein
Q15620	protein
Q8NGJ1	protein
Q8NGU2	protein
Q8NGS3	protein
Q96RB7	protein
Q8NH37	protein
Q8NGS1	protein
Q9GZK3	protein
A0A126GWQ9	protein
Q96RD2	protein
O76001	protein
Q8NGV0	protein
Q8NGE1	protein
Q8NGG5	protein
Q8NGX3	protein
A0A2C9F2M6	protein
Q8NH40	protein
Q15612	protein
Q96RD1	protein
Q8NGS0	protein
P47890	protein
Q8NGV7	protein
Q8NGA5	protein
Q8TCB6	protein
A4D2G3	protein
Q8NGI8	protein
Q8NHA4	protein
Q8NGS5	protein
Q6IFH4	protein
Q8NH72	protein
Q8NGE0	protein
Q8NG83	protein
Q8NH93	protein
Q8NGQ4	protein
Q8NGN4	protein
Q8NGL3	protein
Q9Y3N9	protein
O95371	protein
P50607	protein
A0A2C9F2M5	protein
Q8NGD4	protein
Q8NGD2	protein
A0A286YF24	protein
Q8NGT5	protein
Q8NGE5	protein
Q15622	protein
Q96KK4	protein
O95918	protein
A6NHG9	protein
A6NDL8	protein
Q8NGE3	protein
Q96R67	protein
Q8NGF7	protein
A6NM76	protein
Q8NGR3	protein
Q9UGF5	protein
Q8NGH3	protein
Q8NGZ4	protein
Q9H2C5	protein
Q8NGG4	protein
Q8NH64	protein
A6NIJ9	protein
Q9H255	protein
Q8NH18	protein
Q96R09	protein
Q8NH83	protein
A6NHA9	protein
P58180	protein
Q8NGM9	protein
Q9NQN1	protein
P47887	protein
Q96RC9	protein
Q8NGC7	protein
Q9H343	protein
Q6IF63	protein
Q96RA2	protein
Q8NGZ9	protein
Q8NGZ5	protein
Q8NGC5	protein
Q8NGA0	protein
Q8NG98	protein
A0A0C4DFX5	protein
Q8NH02	protein
O60431	protein
O60403	protein
Q8NGT7	protein
Q8NGN5	protein
Q8NGH7	protein
A0A2C9F2M2	protein
Q8NGJ8	protein
A6NL26	protein
Q8NHB7	protein
Q8NGP2	protein
A0A0X1KG70	protein
A0A2C9F2M4	protein
Q8N0Y3	protein
Q8NGR4	protein
Q8NH03	protein
A0A0C4DFU5	protein
Q8NGT2	protein
Q8NGI0	protein
Q15615	protein
Q8NH59	protein
Q8NGR1	protein
Q8NGP6	protein
Q8NG85	protein
P58173	protein
Q8NGA6	protein
Q8NGN1	protein
Q9H340	protein
Q8NHC7	protein
Q9Y5P0	protein
A0A2C9F2M9	protein
P30953	protein
Q8TE23	protein
Q7RTX1	protein
Q01459	protein
Q9NPR2	protein
Q16518	protein
O60551	protein
P30419	protein
O43186	protein
B2RN74	protein
Q6IEY1	protein
Q8NEX9	protein
P21980	protein
Q4ZHG4	protein
Q9Y586	protein
P17481	protein
P09629	protein
P81133	protein
Q9NRY2	protein
Q96A47	protein
P28356	protein
P31260	protein
P31273	protein
Q9GZV8	protein
Q9BYU1	protein
O75364	protein
Q8TE12	protein
Q9NQ69	protein
Q8NFP9	protein
Q3B7I2	protein
Q05925	protein
Q07687	protein
P32242	protein
P55771	protein
Q02962	protein
Q9UL68	protein
Q7L513	protein
Q9NYD6	protein
O43248	protein
O14904	protein
Q96QD8	protein
Q9BXY8	protein
P50458	protein
Q8TAP4	protein
P17542	protein
Q96AV8	protein
Q96GX9	protein
Q9BZR8	protein
Q16548	protein
Q7L3V2	protein
O14863	protein
Q9BRI3	protein
Q8NEW0	protein
Q96H72	protein
P15086	protein
Q96PZ2	protein
P55916	protein
Q96KS0	protein
Q14449	protein
O60282	protein
Q9NP08	protein
Q16822	protein
Q16849	protein
F8WCM5	protein
P18065	protein
Q6PCB7	protein
O00445	protein
P11597	protein
Q9HC96	protein
F6X3S4	protein
Q9NTK1	protein
Q5H913	protein
Q5QJ74	protein
Q9BXB7	protein
Q9P0S3	protein
Q9H6L5	protein
Q53FV1	protein
Q8IYR6	protein
Q6X784	protein
Q9HA82	protein
Q8N4H5	protein
O75746	protein
Q8N565	protein
Q9GZU1	protein
Q8NFW9	protein
Q8IZK6	protein
A0A5K1VW60	protein
A0A0A0MR06	protein
P24310	protein
Q9NQE9	protein
P02689	protein
P05413	protein
O15127	protein
O00299	protein
G3V325	protein
Q9UII2	protein
P02144	protein
P23352	protein
Q9UHA2	protein
Q9BZL1	protein
Q12988	protein
P51687	protein
Q9P0S2	protein
P38117	protein
Q5RI15	protein
P55789	protein
Q96I36	protein
Q8WV74	protein
O95336	protein
P0C024	protein
Q14257	protein
Q9UPI3	protein
Q969R2	protein
Q9H1C7	protein
O14975	protein
Q8IWW8	protein
Q8WZ04	protein
Q9UBR1	protein
P14621	protein
Q9UJ83	protein
Q8IVS8	protein
Q8N5K1	protein
Q8WWC4	protein
I3L448	protein
Q9NUN7	protein
Q8WVP5	protein
O95831	protein
A0A044PY82	protein
Q9NPC3	protein
Q969M1	protein
Q96NB2	protein
Q9NRX3	protein
Q9C002	protein
P23381	protein
Q9BRQ6	protein
Q9NX02	protein
Q06945	protein
O15266	protein
Q86VZ1	protein
Q9Y5U5	protein
Q6EBC2	protein
O75995	protein
Q9UKI3	protein
Q9NPH9	protein
Q8IWL2	protein
Q96PD4	protein
Q12986	protein
P32519	protein
P14209	protein
P58753	protein
Q6ZN66	protein
Q01628	protein
Q16666	protein
Q96DX8	protein
Q9H0J9	protein
Q13325	protein
Q4VXA5	protein
Q96F63	protein
Q8WXF0	protein
Q6ZN30	protein
Q12872	protein
Q9UJT2	protein
Q92879	protein
Q8IZP6	protein
Q9H6R0	protein
Q9H0G5	protein
Q8IX18	protein
Q69YN2	protein
Q9UPE1	protein
Q9BW85	protein
Q8NC56	protein
Q86U06	protein
Q9UKB3	protein
Q9HAN9	protein
Q9H694	protein
Q9NQ87	protein
O00409	protein
P12524	protein
Q9BRR8	protein
Q9ULX6	protein
Q9BYV6	protein
P18583	protein
Q8IVH2	protein
Q13641	protein
Q96DX7	protein
Q504T8	protein
Q9NP64	protein
Q9H422	protein
Q9HCJ3	protein
A0A3F2YNZ1	protein
Q6ZRY4	protein
Q6IQ49	protein
Q9NW82	protein
Q9BU76	protein
Q14331	protein
Q96DF8	protein
Q8N9N2	protein
Q9BQ61	protein
O43347	protein
A0A2U3TZM3	protein
Q9UGV2	protein
Q9NZL4	protein
Q86Y56	protein
O75526	protein
Q5JSH3	protein
Q08AM6	protein
P98095	protein
Q12805	protein
Q8IX01	protein
Q1KMD3	protein
Q9NZB2	protein
Q01664	protein
Q8N5G0	protein
O14787	protein
Q9H0Z9	protein
P30825	protein
Q9BTD8	protein
Q6ZN04	protein
A1L020	protein
O75896	protein
O60477	protein
Q8IZ96	protein
Q9NWB6	protein
Q86VU5	protein
Q8N163	protein
O43670	protein
Q9Y6A4	protein
Q9UIX4	protein
A0A2U3TZN1	protein
M0R2N4	protein
O75525	protein
Q969P6	protein
Q96I24	protein
O60312	protein
Q68DA7	protein
A9UHW6	protein
Q6AZY7	protein
O60732	protein
O60936	protein
O15194	protein
O14595	protein
Q05D32	protein
Q8IXT5	protein
P55197	protein
Q14C87	protein
Q9Y330	protein
Q9NNX1	protein
Q9GZV1	protein
A0A0A0MQR4	protein
Q96CP7	protein
O00180	protein
Q9Y421	protein
O14828	protein
Q9UKY7	protein
Q86TD4	protein
A0A024RCV8	protein
A0A024R161	protein
Q9H598	protein
Q9Y2G8	protein
Q9UL15	protein
O75165	protein
Q96KC8	protein
O00522	protein
Q9NVT9	protein
P19532	protein
Q9UMR2	protein
P25815	protein
O75368	protein
P37802	protein
Q6ZVL6	protein
Q5VTL8	protein
P27216	protein
Q9UM21	protein
Q86VH5	protein
P50895	protein
P26998	protein
Q00973	protein
Q96A11	protein
Q99999	protein
Q9UBI9	protein
A1L190	protein
Q9NQV7	protein
O75151	protein
Q9NRG4	protein
Q15652	protein
Q9ULW8	protein
Q6ZMT4	protein
Q8TE02	protein
Q9UM07	protein
Q9ULC6	protein
Q7LBC6	protein
Q86TU7	protein
O00482	protein
O95992	protein
Q9BWT6	protein
Q9BW71	protein
O75150	protein
Q86X95	protein
P41162	protein
P24468	protein
A0A0A0MR51	protein
P21439	protein
P27469	protein
Q99541	protein
Q9NZI5	protein
P13056	protein
Q9UKN5	protein
Q02363	protein
Q96HA7	protein
Q9BWT1	protein
Q7Z2Z1	protein
Q9UKI8	protein
Q86UE8	protein
Q8NFT6	protein
Q5W186	protein
Q9BQI6	protein
Q8WXX5	protein
Q9ULV3	protein
Q9NZC9	protein
Q03518	protein
Q86WR6	protein
P0CG13	protein
Q9NYP3	protein
Q6PL18	protein
Q8TB96	protein
Q00577	protein
Q9Y6H3	protein
Q9NRA2	protein
Q9BW66	protein
Q9H2A9	protein
P28476	protein
P05060	protein
Q9UHG3	protein
Q13761	protein
Q9H967	protein
O43933	protein
P78562	protein
Q9BQ90	protein
Q9C0D3	protein
Q96F10	protein
O15347	protein
Q6QNY1	protein
P31151	protein
F5H5R8	protein
Q6P1K8	protein
Q96EK9	protein
Q86VF7	protein
Q6VY07	protein
Q96HZ4	protein
Q6ZUT1	protein
Q10587	protein
Q9H6Q4	protein
Q96KF2	protein
Q8TF68	protein
O95202	protein
Q7Z417	protein
Q7Z7L7	protein
O43488	protein
Q6DJT9	protein
Q92597	protein
P53999	protein
Q8N5C6	protein
O75319	protein
O14981	protein
O43313	protein
P56278	protein
Q6ZWJ1	protein
Q99801	protein
Q9Y3M2	protein
Q5T1C6	protein
Q92995	protein
Q9H4F8	protein
Q9H1V8	protein
Q6MZQ0	protein
Q02790	protein
Q15119	protein
P55316	protein
P61225	protein
Q9H8T0	protein
Q9UKG1	protein
Q15121	protein
Q15027	protein
P08294	protein
Q3V6T2	protein
A0A087WZT3	protein
Q9H3K6	protein
P48048	protein
P19419	protein
Q8TCQ1	protein
Q6ZRS4	protein
O95976	protein
X6R8A1	protein
Q9C0D2	protein
E7EWF7	protein
Q9NP72	protein
Q96PY5	protein
Q8IVF7	protein
P60673	protein
Q2M1P5	protein
P07199	protein
Q9P2V4	protein
Q96RN1	protein
Q8TC76	protein
Q1W6H9	protein
Q8IVD9	protein
O75449	protein
Q5EBL8	protein
Q86SQ0	protein
Q7RTP6	protein
Q15772	protein
P57735	protein
Q9UNT1	protein
Q969X0	protein
Q9UBK7	protein
Q5T0T0	protein
Q9GZU8	protein
Q9ULZ2	protein
Q641Q2	protein
Q9UPG8	protein
O94985	protein
Q8IWE5	protein
Q12965	protein
P80370	protein
Q4KMQ1	protein
Q9Y608	protein
Q16799	protein
Q8IVT2	protein
Q9P0K7	protein
Q69YQ0	protein
Q14126	protein
Q5M775	protein
Q0ZGT2	protein
O43795	protein
Q9BPX5	protein
Q86V48	protein
O43293	protein
Q6F5E8	protein
Q6ICL7	protein
Q9NX95	protein
O60234	protein
Q03014	protein
Q9NY56	protein
Q9NPH6	protein
P56270	protein
Q5F1R6	protein
Q58EX7	protein
Q9UBB4	protein
Q5VT06	protein
P80511	protein
Q8N3C7	protein
A8MW92	protein
P14373	protein
Q12800	protein
P41134	protein
Q05195	protein
O43623	protein
P43358	protein
O60481	protein
P43363	protein
Q3SY84	protein
Q96NZ1	protein
Q9NP66	protein
Q8WUU5	protein
O60381	protein
O14901	protein
Q8TEE9	protein
P50539	protein
Q14207	protein
Q9H0K1	protein
Q9H9E1	protein
Q96RE7	protein
Q9Y605	protein
Q9HBJ0	protein
O43918	protein
Q6PIV2	protein
Q8TB73	protein
P10768	protein
Q6PJG2	protein
Q5VTD9	protein
C9JVI0	protein
F8WBW8	protein
O15417	protein
Q14526	protein
Q16719	protein
Q9UIS9	protein
Q70EK9	protein
Q14934	protein
Q14206	protein
Q9UKA8	protein
Q9Y3R5	protein
Q5JWR5	protein
Q6KCM7	protein
Q49MI3	protein
Q9UKG4	protein
Q9Y2K6	protein
Q9NWT6	protein
Q96SL1	protein
Q92819	protein
Q8N2H9	protein
Q9BXL7	protein
G3V2F7	protein
Q96EK6	protein
Q9NX47	protein
Q9UIM3	protein
Q9BZH6	protein
B4DEV8	protein
O14603	protein
P17028	protein
Q96LY2	protein
Q8IU68	protein
Q7Z403	protein
Q96M98	protein
Q6WRX3	protein
Q6PH85	protein
Q8IWE4	protein
Q6PID8	protein
Q6RSH7	protein
Q96EQ8	protein
Q96S82	protein
Q9P270	protein
O95359	protein
Q9UJT1	protein
Q8N960	protein
Q9Y3C4	protein
Q96M93	protein
Q9NSG2	protein
Q9H6Y7	protein
Q96CA5	protein
Q8N9V3	protein
P58340	protein
Q9HBE1	protein
Q8WWF5	protein
Q8IWB6	protein
O75140	protein
Q92570	protein
O14627	protein
Q53HC0	protein
P47902	protein
Q0VAK6	protein
A0AVK6	protein
Q8N7R7	protein
Q9P2G9	protein
Q5JS54	protein
P35212	protein
Q8N5I2	protein
Q9BT67	protein
Q96B67	protein
Q9NV92	protein
P35663	protein
Q92886	protein
Q8N531	protein
Q9UF56	protein
Q8N4B4	protein
Q6P050	protein
Q969K4	protein
O75147	protein
Q6ZMK1	protein
Q9Y2Z2	protein
Q8IW45	protein
Q86TE4	protein
Q96A49	protein
Q9H0A9	protein
H3BM71	protein
Q5T7V8	protein
Q9P0V3	protein
Q6ZN28	protein
Q5J8M3	protein
O15354	protein
Q9H347	protein
Q86T82	protein
P57723	protein
Q69YH5	protein
D6RGH6	protein
A1L167	protein
Q9Y283	protein
Q96BN8	protein
Q9Y6H5	protein
Q5TZA2	protein
Q8N3X6	protein
P57729	protein
Q8TAT5	protein
Q03933	protein
Q00587	protein
Q5VT25	protein
A0A499FJ16	protein
O75815	protein
Q8IWQ3	protein
Q9BU02	protein
Q8IWT3	protein
B0I1T2	protein
Q5T0B9	protein
Q8NG68	protein
Q3B7T1	protein
Q9NRM6	protein
Q9BW61	protein
Q96GD0	protein
Q9Y4P9	protein
Q9UPN3	protein
Q92954	protein
P17509	protein
P40313	protein
Q460N5	protein
Q460N3	protein
P56179	protein
Q96PV6	protein
Q9H3L0	protein
Q9H173	protein
Q5TD97	protein
P53805	protein
Q9Y548	protein
Q5KU26	protein
Q9H013	protein
Q13443	protein
Q7Z3K3	protein
Q9NRW3	protein
Q9UH17	protein
Q9H4X1	protein
O95405	protein
Q86YJ5	protein
Q9P2E8	protein
Q53H82	protein
Q6IQ19	protein
Q96BY2	protein
Q66K89	protein
Q9HC24	protein
Q6UXG2	protein
P78424	protein
Q9UBC0	protein
Q5SZQ8	protein
Q96J87	protein
Q96T91	protein
Q14494	protein
Q9Y4A8	protein
Q8IWA5	protein
O43847	protein
Q6JEL2	protein
Q6P3S6	protein
Q70IA6	protein
Q9Y2H6	protein
Q92599	protein
Q96E16	protein
Q8WY07	protein
Q96DT6	protein
Q86WP2	protein
Q9Y5Z9	protein
Q7RTR0	protein
O43598	protein
Q99714	protein
Q9H1E3	protein
Q9GZN1	protein
Q5MJ70	protein
Q9Y2I1	protein
Q9GZR1	protein
Q9Y4E5	protein
A6NED2	protein
O95199	protein
Q6GYQ0	protein
F8VWT9	protein
P0C2W1	protein
Q5H9F3	protein
Q86XK2	protein
Q8TDJ6	protein
Q9NVF7	protein
Q7Z4G1	protein
Q8TBH0	protein
Q9BWV3	protein
A0A3F2YNX7	protein
Q5MNZ6	protein
Q15035	protein
Q8NE22	protein
Q9BRQ8	protein
Q99988	protein
Q16790	protein
Q8NI32	protein
Q96G74	protein
O60285	protein
Q96A56	protein
P27701	protein
Q9UBN6	protein
Q86XT9	protein
P29034	protein
Q5JR12	protein
Q8N9N5	protein
Q9Y255	protein
Q96FX8	protein
O14798	protein
P08218	protein
Q9NQ88	protein
Q86Z02	protein
P02771	protein
Q9HCP0	protein
Q9H9J4	protein
Q9UI32	protein
Q99856	protein
Q8WUF5	protein
O14737	protein
Q8WYQ5	protein
Q9Y6M4	protein
Q9ULC4	protein
Q9Y448	protein
Q9BVL2	protein
Q0D2J5	protein
Q96CX3	protein
Q9UEG4	protein
P15621	protein
P06732	protein
P17010	protein
Q14CS0	protein
P42166	protein
Q86X19	protein
A6NKU9	protein
Q495Y8	protein
A6NLX3	protein
Q5MJ68	protein
Q8NFV5	protein
A6NHP3	protein
P53801	protein
Q9NQX7	protein
Q8WVE7	protein
P53814	protein
Q3B8N2	protein
Q9NTI2	protein
Q9Y250	protein
Q9H6U8	protein
Q9UPQ8	protein
O43292	protein
Q86VD9	protein
O75352	protein
Q9UKY4	protein
Q96I23	protein
Q9UKX3	protein
Q9Y2K3	protein
Q92692	protein
Q92482	protein
P55064	protein
Q03169	protein
Q6ICG6	protein
Q8TBN0	protein
H3BNG1	protein
O95716	protein
Q401N2	protein
Q9Y2J4	protein
Q9UHP6	protein
P12429	protein
Q8NFX7	protein
Q8N3L3	protein
A0AVG3	protein
Q8NFA0	protein
Q9ULH0	protein
Q9GZP4	protein
Q6VAB6	protein
Q8TDZ2	protein
O43581	protein
Q92959	protein
P80365	protein
P48230	protein
Q7Z7J7	protein
Q9UHG0	protein
Q6NZY7	protein
Q9H0N0	protein
Q5JT25	protein
Q9H213	protein
O14958	protein
O75386	protein
Q06710	protein
Q86UN6	protein
O43572	protein
P15382	protein
Q5VU43	protein
Q9P0M2	protein
Q9UKA4	protein
Q9UPV9	protein
Q969Q5	protein
Q96DR7	protein
Q96LA5	protein
Q96LA6	protein
P20337	protein
Q96PJ5	protein
Q96RD9	protein
Q03167	protein
P43355	protein
P40126	protein
P51449	protein
Q58F21	protein
P0CW27	protein
Q96N11	protein
Q9ULK2	protein
Q9UNN4	protein
Q9H467	protein
Q8TBQ9	protein
Q8WVJ2	protein
Q99593	protein
P05204	protein
Q9Y5W3	protein
O60268	protein
Q5T6C5	protein
Q69YI7	protein
Q5JSJ4	protein
O15393	protein
P83111	protein
P22415	protein
Q9NPH2	protein
A0A5F9UKL4	protein
Q9P1Z2	protein
Q96RK1	protein
Q13316	protein
O75593	protein
P15408	protein
O00198	protein
P16860	protein
Q6UUV7	protein
Q16527	protein
Q9Y6W6	protein
O94806	protein
Q86XZ4	protein
Q4ZG55	protein
Q99758	protein
Q8IWR1	protein
P57071	protein
Q96JN0	protein
Q9BQ69	protein
O00559	protein
Q86W28	protein
Q9NX55	protein
Q16633	protein
Q9BWW9	protein
Q9BWW8	protein
Q16520	protein
Q8WWU5	protein
Q96QH2	protein
Q9H8M2	protein
Q9NZM4	protein
P18428	protein
P30519	protein
Q9NR55	protein
P43268	protein
Q8N1L9	protein
Q5TA31	protein
Q99612	protein
Q04695	protein
Q9BYH8	protein
A0A499FIG0	protein
P13349	protein
Q8TDB8	protein
Q6AI08	protein
Q5SZK8	protein
P41732	protein
Q9BY10	protein
P46098	protein
P31645	protein
Q68DC2	protein
Q9NZT2	protein
Q9UBC7	protein
Q9Y581	protein
Q5JY77	protein
P10720	protein
Q9Y258	protein
O00175	protein
P80075	protein
P80098	protein
Q99616	protein
P29508	protein
Q9ULR5	protein
O15529	protein
Q93086	protein
Q96LB1	protein
P60022	protein
Q9BZJ7	protein
Q9BZJ8	protein
O76081	protein
P35443	protein
Q04900	protein
Q9UQF0	protein
Q03591	protein
Q92496	protein
Q9BXR6	protein
P20023	protein
Q9Y279	protein
P51124	protein
P36980	protein
P11226	protein
P31639	protein
Q9NY91	protein
Q9NP99	protein
P55259	protein
Q9ULD2	protein
Q8NFD2	protein
Q5TC82	protein
Q9BQS8	protein
Q8WX93	protein
Q13585	protein
Q16570	protein
Q8TAV4	protein
Q9UQP3	protein
O15335	protein
Q92752	protein
P22105	protein
A4D0S4	protein
Q9HBI1	protein
H0YJW9	protein
P0DMS9	protein
Q9GZU5	protein
O43665	protein
O14921	protein
Q9NPQ8	protein
Q2M5E4	protein
O14924	protein
A5PLK6	protein
O15539	protein
Q9NS28	protein
P49798	protein
P57771	protein
P49795	protein
Q8NE09	protein
Q96N16	protein
Q9UL51	protein
Q9UGC6	protein
Q9NVN3	protein
Q92911	protein
P31949	protein
Q6ZMU5	protein
O75603	protein
Q99808	protein
Q9HC57	protein
P02748	protein
Q9BZM6	protein
Q58DX5	protein
Q16568	protein
Q15822	protein
Q8NFJ5	protein
Q9NQ84	protein
P08185	protein
O60806	protein
Q8N2K0	protein
Q9UND3	protein
E9PKD4	protein
E5RHQ5	protein
C9JG80	protein
Q53T59	protein
Q96RD7	protein
Q8N6M6	protein
P15088	protein
P20718	protein
Q96P69	protein
Q569H4	protein
Q92673	protein
Q08431	protein
Q9NZR2	protein
Q92870	protein
P06276	protein
A1E959	protein
O96018	protein
P02788	protein
P04279	protein
Q6T4P5	protein
P43121	protein
Q9H3M0	protein
Q8NBW4	protein
P51164	protein
Q8IYS2	protein
Q8N511	protein
Q9HB40	protein
P07307	protein
Q12908	protein
P51790	protein
Q9NQW7	protein
Q9UBD6	protein
Q9UEF7	protein
Q9UNI6	protein
Q9H0C8	protein
Q96AC1	protein
P50548	protein
Q9NRW4	protein
Q16829	protein
Q9H2G9	protein
Q9UKL4	protein
Q16828	protein
P41212	protein
Q9Y5K3	protein
O15119	protein
Q9BV47	protein
Q9P0L2	protein
Q9H6S1	protein
Q9BZC1	protein
Q92622	protein
Q9H1K0	protein
Q96F24	protein
Q8TCG1	protein
Q99417	protein
Q86TG7	protein
Q99574	protein
Q99583	protein
Q9UN36	protein
Q9UIK5	protein
Q8N699	protein
Q9H061	protein
Q8N8N0	protein
Q9HC35	protein
J3QW42	protein
Q9HBW1	protein
F8VVT9	protein
P08F94	protein
H0Y860	protein
Q9UHR4	protein
Q12852	protein
P50549	protein
A0A6E1WB48	protein
Q9Y466	protein
Q86WQ0	protein
Q9UHY1	protein
Q86YW9	protein
Q96HU8	protein
O95057	protein
O95600	protein
O95273	protein
K7ERJ3	protein
Q6P0Q8	protein
Q16775	protein
P82980	protein
Q9P0W8	protein
Q96EK2	protein
A0A0A0MTJ9	protein
Q86T13	protein
Q9BX79	protein
B4DLN1	protein
Q9HBH1	protein
Q96S96	protein
Q96C03	protein
Q9H5L6	protein
Q6IPR1	protein
P22079	protein
Q8TCV5	protein
Q92626	protein
Q6DD88	protein
Q86Y79	protein
Q9Y5R4	protein
Q9UPU3	protein
O43312	protein
Q9ULD6	protein
Q9NRP7	protein
P17931	protein
Q6TFL4	protein
O94889	protein
Q96M94	protein
Q9P2X3	protein
Q15048	protein
P07498	protein
Q9BX70	protein
Q9UK73	protein
Q8NA75	protein
O95407	protein
Q9NYQ6	protein
Q9BTU6	protein
Q969F2	protein
O43283	protein
Q9P219	protein
Q9NYF0	protein
Q96CG8	protein
Q96QV1	protein
Q8N448	protein
Q9H295	protein
A0A087WV17	protein
O00300	protein
Q96M11	protein
Q9H939	protein
Q9Y2D8	protein
O00151	protein
P21728	protein
Q9UPY5	protein
Q9Y234	protein
Q9H2X9	protein
P13716	protein
P42357	protein
Q8N8R3	protein
Q05940	protein
P09172	protein
Q9H3S4	protein
O43175	protein
P48506	protein
O15403	protein
Q02338	protein
P36021	protein
P48637	protein
Q9Y619	protein
Q15031	protein
P16442	protein
P98194	protein
P16083	protein
Q15758	protein
P20061	protein
P06858	protein
P30531	protein
P00915	protein
P14207	protein
P09455	protein
O43677	protein
Q8IVH4	protein
P00918	protein
P28845	protein
Q9UDX4	protein
P16471	protein
P78348	protein
O95907	protein
Q9UKG9	protein
P48029	protein
P23945	protein
P54802	protein
P26440	protein
Q00266	protein
P51659	protein
O15554	protein
Q13224	protein
P55017	protein
Q9UN76	protein
P30988	protein
P43353	protein
P28223	protein
P32754	protein
P22413	protein
P37023	protein
P00326	protein
O60706	protein
P43007	protein
Q13621	protein
P34903	protein
P22748	protein
Q12791	protein
Q04609	protein
P18089	protein
O43772	protein
P31213	protein
P40925	protein
O95865	protein
P11586	protein
P52895	protein
Q9Y233	protein
P15056	protein
P49788	protein
P28221	protein
Q9NYX4	protein
P53985	protein
Q16671	protein
Q16515	protein
O95342	protein
P23416	protein
P00439	protein
O94760	protein
Q07912	protein
P40261	protein
Q9UHI5	protein
Q7RTV2	protein
O43708	protein
Q16099	protein
Q16478	protein
P42263	protein
Q14833	protein
P08069	protein
P05771	protein
Q16850	protein
P29972	protein
O60427	protein
P19440	protein
P22557	protein
P27169	protein
P48067	protein
P27986	protein
Q9BZV2	protein
P13501	protein
P01137	protein
Q00987	protein
P48051	protein
P22830	protein
O94956	protein
Q13231	protein
Q4U2R8	protein
