node	type
DB04480	drug
DB03802	drug
DB02640	drug
DB04938	drug
DB07459	drug
DB03035	drug
DB07757	drug
DB01488	drug
DB06961	drug
DB08594	drug
DB02169	drug
DB04714	drug
DB08220	drug
DB08335	drug
DB02216	drug
DB04018	drug
DB03127	drug
DB08085	drug
DB07106	drug
DB03401	drug
DB00452	drug
DB03612	drug
DB04743	drug
DB08232	drug
DB08394	drug
DB06836	drug
DB00221	drug
DB03672	drug
DB07268	drug
DB04843	drug
DB06825	drug
DB06980	drug
DB07172	drug
DB03955	drug
DB07336	drug
DB01535	drug
DB03307	drug
DB00158	drug
DB04534	drug
DB07113	drug
DB08688	drug
DB04703	drug
DB02236	drug
DB07350	drug
DB04942	drug
DB07260	drug
DB01336	drug
DB02581	drug
DB07740	drug
DB02833	drug
DB00882	drug
DB04379	drug
DB01259	drug
DB00686	drug
DB00469	drug
DB03480	drug
DB03253	drug
DB07348	drug
DB01888	drug
DB01199	drug
DB07455	drug
DB08072	drug
DB03703	drug
DB02846	drug
DB03225	drug
DB08661	drug
DB03351	drug
DB03526	drug
DB02918	drug
DB07083	drug
DB02300	drug
DB07177	drug
DB07655	drug
DB04793	drug
DB03731	drug
DB02337	drug
DB04690	drug
DB08814	drug
DB05460	drug
DB01767	drug
DB04872	drug
DB07596	drug
DB07973	drug
DB00752	drug
DB01889	drug
DB03181	drug
DB03153	drug
DB04044	drug
DB02222	drug
DB04469	drug
DB08410	drug
DB08028	drug
DB07651	drug
DB00504	drug
DB08744	drug
DB08136	drug
DB02266	drug
DB02452	drug
DB07232	drug
DB04662	drug
DB04099	drug
DB02548	drug
DB07955	drug
DB00347	drug
DB03983	drug
DB09053	drug
DB07036	drug
DB08526	drug
DB08237	drug
DB00443	drug
DB08642	drug
DB07353	drug
DB08486	drug
DB02550	drug
DB06951	drug
DB04700	drug
DB02059	drug
DB07624	drug
DB00360	drug
DB04645	drug
DB01893	drug
DB00128	drug
DB03850	drug
DB03643	drug
DB04791	drug
DB07765	drug
DB04234	drug
DB07847	drug
DB06850	drug
DB03793	drug
DB01246	drug
DB03144	drug
DB03078	drug
DB02011	drug
DB04836	drug
DB03604	drug
DB02648	drug
DB06403	drug
DB04478	drug
DB07450	drug
DB07363	drug
DB07056	drug
DB02299	drug
DB07022	drug
DB02395	drug
DB07384	drug
DB06237	drug
DB03866	drug
DB08918	drug
DB03385	drug
DB03784	drug
DB03415	drug
DB07712	drug
DB07065	drug
DB03864	drug
DB07498	drug
DB07662	drug
DB08498	drug
DB08257	drug
DB06751	drug
DB01922	drug
DB07691	drug
DB02217	drug
DB08378	drug
DB07812	drug
DB03114	drug
DB02328	drug
DB03512	drug
DB04389	drug
DB08529	drug
DB07519	drug
DB04787	drug
DB08355	drug
DB06933	drug
DB04454	drug
DB04113	drug
DB08848	drug
DB01897	drug
DB04474	drug
DB03019	drug
DB06684	drug
DB02371	drug
DB02292	drug
DB01237	drug
DB07288	drug
DB06900	drug
DB02558	drug
DB04632	drug
DB02855	drug
DB07613	drug
DB06908	drug
DB04849	drug
DB01725	drug
DB04575	drug
DB07707	drug
DB01571	drug
DB03478	drug
DB07546	drug
DB00926	drug
DB07573	drug
DB02643	drug
DB07031	drug
DB08256	drug
DB08692	drug
DB04516	drug
DB03191	drug
DB07645	drug
DB02526	drug
DB07796	drug
DB07705	drug
DB07425	drug
DB02089	drug
DB04910	drug
DB02479	drug
DB02027	drug
DB09128	drug
DB04868	drug
DB08022	drug
DB01439	drug
DB04751	drug
DB01734	drug
DB08629	drug
DB02348	drug
DB06833	drug
DB03332	drug
DB08687	drug
DB01074	drug
DB08172	drug
DB00279	drug
DB08930	drug
DB03288	drug
DB02279	drug
DB08362	drug
DB08094	drug
DB08561	drug
DB07877	drug
DB03124	drug
DB02296	drug
DB07267	drug
DB02162	drug
DB02401	drug
DB07653	drug
DB02895	drug
DB01384	drug
DB07072	drug
DB07491	drug
DB01587	drug
DB02400	drug
DB00928	drug
DB01175	drug
DB04327	drug
DB07171	drug
DB03608	drug
DB08210	drug
DB01007	drug
DB07497	drug
DB07944	drug
DB04655	drug
DB07761	drug
DB07488	drug
DB00600	drug
DB00244	drug
DB07076	drug
DB04417	drug
DB07158	drug
DB04254	drug
DB03154	drug
DB07258	drug
DB06785	drug
DB08092	drug
DB00134	drug
DB07685	drug
DB02622	drug
DB00118	drug
DB07557	drug
DB03005	drug
DB07683	drug
DB04269	drug
DB07179	drug
DB04789	drug
DB03048	drug
DB02352	drug
DB04372	drug
DB00884	drug
DB04197	drug
DB00147	drug
DB00311	drug
DB01597	drug
DB03448	drug
DB02994	drug
DB08217	drug
DB08351	drug
DB07229	drug
DB03383	drug
DB00173	drug
DB07326	drug
DB03639	drug
DB07311	drug
DB07839	drug
DB08203	drug
DB03773	drug
DB04549	drug
DB04005	drug
DB04890	drug
DB00168	drug
DB04465	drug
DB02559	drug
DB07580	drug
DB04842	drug
DB04271	drug
DB04083	drug
DB02952	drug
DB07477	drug
DB06891	drug
DB02884	drug
DB03405	drug
DB04781	drug
DB04832	drug
DB07479	drug
DB01395	drug
DB07977	drug
DB07535	drug
DB01146	drug
DB08173	drug
DB07855	drug
DB08492	drug
DB07723	drug
DB08082	drug
DB08340	drug
DB07433	drug
DB07129	drug
DB03292	drug
DB04683	drug
DB04010	drug
DB04716	drug
DB08466	drug
DB01826	drug
DB04250	drug
DB04404	drug
DB08321	drug
DB04875	drug
DB00409	drug
DB00397	drug
DB05855	drug
DB03310	drug
DB05223	drug
DB02887	drug
DB02538	drug
DB02989	drug
DB08263	drug
DB08430	drug
DB00775	drug
DB03950	drug
DB09054	drug
DB07046	drug
DB03747	drug
DB09034	drug
DB03714	drug
DB03428	drug
DB01396	drug
DB01153	drug
DB01125	drug
DB01057	drug
DB02132	drug
DB07984	drug
DB04642	drug
DB08123	drug
DB08358	drug
DB07110	drug
DB07858	drug
DB01949	drug
DB01905	drug
DB03845	drug
DB07728	drug
DB07970	drug
DB05022	drug
DB03226	drug
DB08705	drug
DB07334	drug
DB07602	drug
DB00992	drug
DB07763	drug
DB08126	drug
DB03507	drug
DB01766	drug
DB07208	drug
DB02420	drug
DB04200	drug
DB07144	drug
DB07280	drug
DB02580	drug
DB04106	drug
DB02509	drug
DB08400	drug
DB00823	drug
DB07227	drug
DB04758	drug
DB00245	drug
DB07838	drug
DB04612	drug
DB04058	drug
DB08504	drug
DB03809	drug
DB04934	drug
DB07186	drug
DB06726	drug
DB07718	drug
DB08295	drug
DB03221	drug
DB07587	drug
DB02243	drug
DB07597	drug
DB08384	drug
DB02405	drug
DB03319	drug
DB03977	drug
DB04238	drug
DB08673	drug
DB08239	drug
DB04903	drug
DB04723	drug
DB02183	drug
DB08246	drug
DB01288	drug
DB03695	drug
DB07245	drug
DB03270	drug
DB02091	drug
DB03963	drug
DB01090	drug
DB03344	drug
DB01681	drug
DB04059	drug
DB02950	drug
DB07253	drug
DB08140	drug
DB08341	drug
DB04368	drug
DB01420	drug
DB08416	drug
DB02118	drug
DB03848	drug
DB06243	drug
DB01876	drug
DB07513	drug
DB06888	drug
DB07664	drug
DB02057	drug
DB04860	drug
DB08675	drug
DB08809	drug
DB08534	drug
DB01832	drug
DB04753	drug
DB03058	drug
DB07792	drug
DB06831	drug
DB08424	drug
DB02754	drug
DB04006	drug
DB01963	drug
DB02545	drug
DB01631	drug
DB06953	drug
DB07967	drug
DB02376	drug
DB07415	drug
DB04374	drug
DB03476	drug
DB03028	drug
DB03767	drug
DB08178	drug
DB06981	drug
DB07406	drug
DB00348	drug
DB07224	drug
DB01800	drug
DB00579	drug
DB01339	drug
DB02459	drug
DB06851	drug
DB03359	drug
DB06412	drug
DB07190	drug
DB08048	drug
DB04852	drug
DB07968	drug
DB04195	drug
DB04371	drug
DB03086	drug
DB04000	drug
DB08233	drug
DB09207	drug
DB04721	drug
DB02820	drug
DB03600	drug
DB08743	drug
DB02983	drug
DB07586	drug
DB02852	drug
DB01750	drug
DB02418	drug
DB03368	drug
DB02215	drug
DB07628	drug
DB07614	drug
DB02894	drug
DB02485	drug
DB06875	drug
DB02562	drug
DB06691	drug
DB07236	drug
DB04757	drug
DB04263	drug
DB08194	drug
DB08224	drug
DB02936	drug
DB01951	drug
DB04397	drug
DB08448	drug
DB03120	drug
DB08632	drug
DB03879	drug
DB02034	drug
DB02014	drug
DB06213	drug
DB08040	drug
DB06700	drug
DB00300	drug
DB04537	drug
DB08039	drug
DB08738	drug
DB08305	drug
DB07713	drug
DB08095	drug
DB04617	drug
DB07079	drug
DB08309	drug
DB04898	drug
DB08609	drug
DB02910	drug
DB07183	drug
DB04873	drug
DB07903	drug
DB01866	drug
DB02287	drug
DB00663	drug
DB07271	drug
DB07958	drug
DB04564	drug
DB08454	drug
DB01619	drug
DB02795	drug
DB04013	drug
DB00939	drug
DB08020	drug
DB02177	drug
DB08450	drug
DB08159	drug
DB00259	drug
DB08066	drug
DB06867	drug
DB07339	drug
DB08004	drug
DB03516	drug
DB01020	drug
DB02827	drug
DB01092	drug
DB01496	drug
DB08577	drug
DB00505	drug
DB07175	drug
DB08124	drug
DB06725	drug
DB08762	drug
DB07115	drug
DB04352	drug
DB06925	drug
DB07146	drug
DB07008	drug
DB02974	drug
DB07834	drug
DB03978	drug
DB07049	drug
DB07501	drug
DB08386	drug
DB02499	drug
DB07325	drug
DB07801	drug
DB08647	drug
DB02071	drug
DB08234	drug
DB04345	drug
DB07509	drug
DB02490	drug
DB02076	drug
DB04448	drug
DB08369	drug
DB03876	drug
DB01626	drug
DB01419	drug
DB04970	drug
DB02678	drug
DB02510	drug
DB04824	drug
DB02613	drug
DB03754	drug
DB01939	drug
DB02977	drug
DB06626	drug
DB08073	drug
DB07539	drug
DB08558	drug
DB07274	drug
DB04682	drug
DB06856	drug
DB01649	drug
DB03709	drug
DB07512	drug
DB07460	drug
DB04287	drug
DB06733	drug
DB08784	drug
DB07004	drug
DB07075	drug
DB02569	drug
DB03354	drug
DB07769	drug
DB08745	drug
DB09330	drug
DB03072	drug
DB06942	drug
DB03752	drug
DB04820	drug
DB02685	drug
DB08179	drug
DB07854	drug
DB00141	drug
DB08742	drug
DB04295	drug
DB02466	drug
DB07862	drug
DB07783	drug
DB00298	drug
DB03413	drug
DB08391	drug
DB02262	drug
DB04559	drug
DB07917	drug
DB02824	drug
DB08770	drug
DB02367	drug
DB07562	drug
DB01077	drug
DB07502	drug
DB08322	drug
DB02607	drug
DB04256	drug
DB02497	drug
DB08396	drug
DB07508	drug
DB02888	drug
DB04027	drug
DB09031	drug
DB02546	drug
DB03267	drug
DB00534	drug
DB07161	drug
DB05806	drug
DB04983	drug
DB02930	drug
DB07461	drug
DB05220	drug
DB02285	drug
DB01622	drug
DB03193	drug
DB08015	drug
DB00977	drug
DB04436	drug
DB07279	drug
DB07647	drug
DB08153	drug
DB08218	drug
DB07203	drug
DB08693	drug
DB04334	drug
DB07323	drug
DB07659	drug
DB07625	drug
DB04741	drug
DB06210	drug
DB02750	drug
DB08539	drug
DB01463	drug
DB02260	drug
DB08473	drug
DB04043	drug
DB03372	drug
DB07235	drug
DB07815	drug
DB06866	drug
DB07646	drug
DB05383	drug
DB04878	drug
DB07454	drug
DB08000	drug
DB07257	drug
DB06834	drug
DB08996	drug
DB04792	drug
DB07644	drug
DB04108	drug
DB07292	drug
DB08490	drug
DB02239	drug
DB05003	drug
DB07556	drug
DB08067	drug
DB04629	drug
DB07320	drug
DB08805	drug
DB07809	drug
DB07412	drug
DB02555	drug
DB08132	drug
DB07159	drug
DB04783	drug
DB07617	drug
DB03349	drug
DB07060	drug
DB08799	drug
DB03844	drug
DB02407	drug
DB04307	drug
DB07112	drug
DB01761	drug
DB02762	drug
DB07901	drug
DB08449	drug
DB02326	drug
DB01948	drug
DB02999	drug
DB07341	drug
DB07024	drug
DB08214	drug
DB00970	drug
DB00262	drug
DB03250	drug
DB01192	drug
DB02755	drug
DB01055	drug
DB00735	drug
DB07680	drug
DB03572	drug
DB08304	drug
DB07102	drug
DB07639	drug
DB03535	drug
DB07542	drug
DB01380	drug
DB03430	drug
DB07832	drug
DB06844	drug
DB05351	drug
DB07983	drug
DB08045	drug
DB04803	drug
DB07605	drug
DB05767	drug
DB05262	drug
DB00576	drug
DB06268	drug
DB03085	drug
DB04615	drug
DB04620	drug
DB02106	drug
DB08822	drug
DB07467	drug
DB06732	drug
DB02996	drug
DB08192	drug
DB03262	drug
DB01178	drug
DB06267	drug
DB08060	drug
DB06924	drug
DB04540	drug
DB08089	drug
DB07638	drug
DB08032	drug
DB04203	drug
DB00596	drug
DB07457	drug
DB07218	drug
DB04542	drug
DB03822	drug
DB07249	drug
DB08137	drug
DB03588	drug
DB04218	drug
DB03128	drug
DB04947	drug
DB06905	drug
DB07930	drug
DB08787	drug
DB07099	drug
DB02492	drug
DB00940	drug
DB09101	drug
DB07247	drug
DB04607	drug
DB07543	drug
DB00626	drug
DB01979	drug
DB04560	drug
DB07300	drug
DB03337	drug
DB08258	drug
DB07359	drug
DB02491	drug
DB01321	drug
DB08760	drug
DB07138	drug
DB08348	drug
DB02665	drug
DB07256	drug
DB06196	drug
DB08055	drug
DB07637	drug
DB01003	drug
DB01760	drug
DB07322	drug
DB08916	drug
DB08357	drug
DB07140	drug
DB04055	drug
DB01827	drug
DB00470	drug
DB04772	drug
DB02144	drug
DB02096	drug
DB08291	drug
DB07073	drug
DB04759	drug
DB08640	drug
DB07375	drug
DB01646	drug
DB09075	drug
DB03126	drug
DB04924	drug
DB07601	drug
DB07223	drug
DB06828	drug
DB08166	drug
DB02261	drug
DB04235	drug
DB03892	drug
DB07525	drug
DB07700	drug
DB08280	drug
DB07874	drug
DB04318	drug
DB08347	drug
DB08389	drug
DB08270	drug
DB07504	drug
DB02861	drug
DB06977	drug
DB07966	drug
DB03397	drug
DB02020	drug
DB04636	drug
DB07471	drug
DB08730	drug
DB04673	drug
DB01647	drug
DB07856	drug
DB07051	drug
DB02859	drug
DB02744	drug
DB03419	drug
DB03130	drug
DB06865	drug
DB04285	drug
DB03010	drug
DB06972	drug
DB04581	drug
DB01700	drug
DB02660	drug
DB01919	drug
DB06709	drug
DB02221	drug
DB02072	drug
DB08049	drug
DB07063	drug
DB08626	drug
DB08655	drug
DB03781	drug
DB07278	drug
DB02551	drug
DB07360	drug
DB00353	drug
DB02535	drug
DB07814	drug
DB08549	drug
DB08565	drug
DB04971	drug
DB07747	drug
DB07314	drug
DB01955	drug
DB01197	drug
DB01840	drug
DB00936	drug
DB00984	drug
DB02402	drug
DB07468	drug
DB06931	drug
DB08393	drug
DB06887	drug
DB01038	drug
DB03680	drug
DB04754	drug
DB03581	drug
DB07978	drug
DB00436	drug
DB08750	drug
DB07688	drug
DB02818	drug
DB00913	drug
DB03499	drug
DB06882	drug
DB07692	drug
DB02843	drug
DB04739	drug
DB04672	drug
DB04187	drug
DB04310	drug
DB03828	drug
DB03685	drug
DB01666	drug
DB02604	drug
DB04142	drug
DB07050	drug
DB07619	drug
DB02080	drug
DB07670	drug
DB04664	drug
DB07405	drug
DB05501	drug
DB08138	drug
DB04071	drug
DB03690	drug
DB00770	drug
DB03095	drug
DB08077	drug
DB07206	drug
DB02508	drug
DB07139	drug
DB03856	drug
DB04405	drug
DB04471	drug
DB07356	drug
DB02583	drug
DB02911	drug
DB02185	drug
DB04410	drug
DB02104	drug
DB08287	drug
DB07960	drug
DB04556	drug
DB00629	drug
DB07956	drug
DB02109	drug
DB02391	drug
DB04850	drug
DB07078	drug
DB07920	drug
DB07028	drug
DB09038	drug
DB00941	drug
DB05869	drug
DB08597	drug
DB03974	drug
DB07627	drug
DB04495	drug
DB08776	drug
DB07900	drug
DB07366	drug
DB02741	drug
DB01282	drug
DB07979	drug
DB06990	drug
DB08244	drug
DB02175	drug
DB02393	drug
DB08873	drug
DB01431	drug
DB09048	drug
DB01121	drug
DB02676	drug
DB02148	drug
DB01877	drug
DB02458	drug
DB02318	drug
DB07816	drug
DB07210	drug
DB03381	drug
DB06848	drug
DB02181	drug
DB02189	drug
DB08908	drug
DB03087	drug
DB05381	drug
DB02166	drug
DB00194	drug
DB08353	drug
DB07368	drug
DB02636	drug
DB02710	drug
DB02306	drug
DB04779	drug
DB08536	drug
DB01765	drug
DB08200	drug
DB04339	drug
DB02235	drug
DB02900	drug
DB04688	drug
DB02471	drug
DB07999	drug
DB02366	drug
DB02763	drug
DB04088	drug
DB00688	drug
DB03807	drug
DB07145	drug
DB07622	drug
DB07220	drug
DB07309	drug
DB04926	drug
DB04576	drug
DB01497	drug
DB07003	drug
DB08397	drug
DB01785	drug
DB03408	drug
DB02966	drug
DB06840	drug
DB08798	drug
DB07244	drug
DB00765	drug
DB07482	drug
DB05035	drug
DB01844	drug
DB07197	drug
DB08349	drug
DB02141	drug
DB03555	drug
DB02282	drug
DB07127	drug
DB06928	drug
DB06927	drug
DB04680	drug
DB04150	drug
DB07841	drug
DB06943	drug
DB00987	drug
DB11363	drug
DB01973	drug
DB04459	drug
DB00325	drug
DB05129	drug
DB02837	drug
DB03306	drug
DB08520	drug
DB08827	drug
DB04877	drug
DB02463	drug
DB04054	drug
DB01811	drug
DB07039	drug
DB07216	drug
DB07595	drug
DB03006	drug
DB07059	drug
DB00322	drug
DB08611	drug
DB08765	drug
DB00769	drug
DB07672	drug
DB03093	drug
DB06852	drug
DB07019	drug
DB06127	drug
DB04461	drug
DB08810	drug
DB08927	drug
DB04594	drug
DB02140	drug
DB08782	drug
DB07094	drug
DB04270	drug
DB05343	drug
DB00867	drug
DB03314	drug
DB02953	drug
DB08503	drug
DB07410	drug
DB02345	drug
DB08674	drug
DB07606	drug
DB01228	drug
DB08350	drug
DB03333	drug
DB09018	drug
DB01599	drug
DB02877	drug
DB02813	drug
DB08163	drug
DB08658	drug
DB04396	drug
DB07567	drug
DB03059	drug
DB02979	drug
DB02838	drug
DB03924	drug
DB08061	drug
DB03137	drug
DB08697	drug
DB08180	drug
DB07907	drug
DB06936	drug
DB02541	drug
DB04639	drug
DB08443	drug
DB08003	drug
DB07067	drug
DB07033	drug
DB04275	drug
DB07269	drug
DB07583	drug
DB02830	drug
DB00824	drug
DB08084	drug
DB08789	drug
DB06211	drug
DB04466	drug
DB08768	drug
DB07615	drug
DB04066	drug
DB07836	drug
DB04152	drug
DB07698	drug
DB08363	drug
DB08654	drug
DB04590	drug
DB06957	drug
DB04125	drug
DB08313	drug
DB07882	drug
DB07994	drug
DB04879	drug
DB05403	drug
DB03696	drug
DB04846	drug
DB08562	drug
DB00677	drug
DB05424	drug
DB07207	drug
DB01548	drug
DB00838	drug
DB08382	drug
DB07964	drug
DB03611	drug
DB08242	drug
DB01137	drug
DB03297	drug
DB02908	drug
DB03719	drug
DB01754	drug
DB08118	drug
DB08423	drug
DB06996	drug
DB08129	drug
DB06923	drug
DB01561	drug
DB07469	drug
DB08323	drug
DB04098	drug
DB01745	drug
DB07239	drug
DB04652	drug
DB00403	drug
DB07957	drug
DB02857	drug
DB02323	drug
DB04394	drug
DB03185	drug
DB07476	drug
DB00380	drug
DB03456	drug
DB03392	drug
DB04616	drug
DB01644	drug
DB06914	drug
DB03556	drug
DB07607	drug
DB08591	drug
DB01444	drug
DB07686	drug
DB07514	drug
DB07255	drug
DB07147	drug
DB07648	drug
DB08222	drug
DB02481	drug
DB06290	drug
DB03964	drug
DB08283	drug
DB09026	drug
DB02427	drug
DB01425	drug
DB01741	drug
DB05494	drug
DB07785	drug
DB02008	drug
DB07165	drug
DB08383	drug
DB06989	drug
DB02249	drug
DB08568	drug
DB08007	drug
DB06878	drug
DB06756	drug
DB04381	drug
DB04081	drug
DB07678	drug
DB08837	drug
DB07559	drug
DB08064	drug
DB00511	drug
DB04207	drug
DB09069	drug
DB06830	drug
DB07396	drug
DB02359	drug
DB08091	drug
DB03683	drug
DB07681	drug
DB08339	drug
DB00233	drug
DB08484	drug
DB07272	drug
DB08143	drug
DB02180	drug
DB08781	drug
DB00666	drug
DB04440	drug
DB03041	drug
DB07295	drug
DB06314	drug
DB09083	drug
DB08903	drug
DB04230	drug
DB07897	drug
DB08773	drug
DB02860	drug
DB07111	drug
DB04450	drug
DB07899	drug
DB02935	drug
DB00387	drug
DB07162	drug
DB00272	drug
DB01342	drug
DB01831	drug
DB07096	drug
DB03554	drug
DB04299	drug
DB03346	drug
DB08447	drug
DB01997	drug
DB03062	drug
DB03207	drug
DB04853	drug
DB04322	drug
DB01616	drug
DB06838	drug
DB01613	drug
DB04281	drug
DB08360	drug
DB04573	drug
DB04876	drug
DB00301	drug
DB04883	drug
DB04588	drug
DB07250	drug
DB08139	drug
DB07906	drug
DB07342	drug
DB04387	drug
DB02691	drug
DB00106	drug
DB08844	drug
DB07358	drug
DB07800	drug
DB03389	drug
DB04472	drug
DB08880	drug
DB03568	drug
DB07831	drug
DB00014	drug
DB04204	drug
DB06897	drug
DB07593	drug
DB03759	drug
DB07604	drug
DB01839	drug
DB04419	drug
DB08238	drug
DB07345	drug
DB08607	drug
DB08695	drug
DB01209	drug
DB01884	drug
DB05053	drug
DB05013	drug
DB02697	drug
DB04869	drug
DB01481	drug
DB02028	drug
DB08892	drug
DB02048	drug
DB07888	drug
DB02187	drug
DB03414	drug
DB00219	drug
DB07443	drug
DB07520	drug
DB04593	drug
DB08365	drug
DB01685	drug
DB08820	drug
DB04865	drug
DB03890	drug
DB07428	drug
DB04544	drug
DB03878	drug
DB07931	drug
DB08250	drug
DB07160	drug
DB05796	drug
DB02457	drug
DB08176	drug
DB00816	drug
DB01810	drug
DB06802	drug
DB04224	drug
DB03701	drug
DB02728	drug
DB08096	drug
DB02311	drug
DB08537	drug
DB06945	drug
DB03201	drug
DB08147	drug
DB04424	drug
DB01728	drug
DB07087	drug
DB03202	drug
DB02929	drug
DB01430	drug
DB07480	drug
DB06817	drug
DB05422	drug
DB08259	drug
DB06932	drug
DB02532	drug
DB06919	drug
DB08099	drug
DB02835	drug
DB03626	drug
DB07811	drug
DB02587	drug
DB04186	drug
DB03417	drug
DB00487	drug
DB07866	drug
DB08254	drug
DB08633	drug
DB07354	drug
DB03727	drug
DB08097	drug
DB01662	drug
DB01295	drug
DB01880	drug
DB01851	drug
DB02343	drug
DB08907	drug
DB07082	drug
DB05039	drug
DB03286	drug
DB05232	drug
DB08412	drug
DB01950	drug
DB07791	drug
DB03044	drug
DB03510	drug
DB04761	drug
DB07038	drug
DB03940	drug
DB07015	drug
DB08128	drug
DB01433	drug
DB03121	drug
DB04951	drug
DB06967	drug
DB01348	drug
DB00722	drug
DB07306	drug
DB08356	drug
DB03984	drug
DB04237	drug
DB08560	drug
DB04451	drug
DB08035	drug
DB02924	drug
DB01664	drug
DB08294	drug
DB04074	drug
DB04776	drug
DB08388	drug
DB04523	drug
DB07623	drug
DB02530	drug
DB02435	drug
DB03736	drug
DB07286	drug
DB08418	drug
DB00253	drug
DB03240	drug
DB03907	drug
DB07959	drug
DB07234	drug
DB03987	drug
DB07790	drug
DB07152	drug
DB07711	drug
DB07151	drug
DB07284	drug
DB04701	drug
DB07347	drug
DB00223	drug
DB02528	drug
DB09047	drug
DB07784	drug
DB07544	drug
DB02868	drug
DB07196	drug
DB04477	drug
DB01549	drug
DB06880	drug
DB04476	drug
DB04331	drug
DB02068	drug
DB07125	drug
